Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center Name	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_country_continent	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	collecting_institution	ENA-FIRST-PUBLIC (run)	ENA_first_public	ENA-LAST-UPDATE (run)	ENA-LAST-UPDATE	geographic_location_(country_and/or_sea)	host_scientific_name	sample_capture_status	Library Name	External_Id	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	sample_name	Submitter_Id	INSDC_center_alias	Broker_name	geographic_location_(region_and_locality)	AssemblyName	artic_primer_version (exp)	Isolate	host_subject_id	collector_name	host_common_name	host_health_state	host_sex	definition_for_seropositive_sample	serotype_(required_for_a_seropositive_sample)	virus_identifier	receipt_date	common_name	Host_Age	isolation_source-host_associated	BioSampleModel	collected_by	geo_loc_name	Host_disease	Host	Isolation_Source	Lat_Lon	max_cycle_threshold	min_cycle_threshold	strain	GISAID_virus_name	purpose_of_sequencing	anatomical_part	body_product	geographic_location_(latitude)	geographic_location_(longitude)	gisaid_accession	purpose_of_sampling	SUBMISSION_TOOL (exp)	SUBMISSION_TOOL (run)	submission_tool	dehosting_method (run)	sequenced_by
ERR5278215	AMPLICON	420	965580106	PRJEB37886	SAMEA8015983	97130981	WELLCOME SANGER INSTITUTE	2021/1/29	public	"activ_sars2_vcf,cram,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	ERX5068551	United Kingdom	Europe	Illumina NovaSeq 6000	PAIRED	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-03-17T00:00:00Z	SAMEA8015983	ERP121228	Lighthouse Lab in Cambridge	2021/2/10	2021/2/9	2021/2/9	2021/2/9	United Kingdom	Homo sapiens	active surveillance in response to outbreak	NT1658924B / DN766815R:C18	SAMEA8015983	Wellcome Sanger Institute	2021-02-09T21:04:37Z	2021-02-09T21:04:37Z	public	COG-UK/CAMC-11B5E57	COG-UK/CAMC-11B5E57	SC	SC	England	assembly	3																																				
ERR5026886	AMPLICON	420	536805914	PRJEB37886	SAMEA7749898	46138115	WELLCOME SANGER INSTITUTE	2020/12/12	public	"activ_sars2_vcf,cram,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	ERX4834773	United Kingdom	Europe	Illumina NovaSeq 6000	PAIRED	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-01-07T00:00:00Z	SAMEA7749898	ERP121228	Lighthouse Lab in Alderley Park	2020/12/23	2020/12/23	2020/12/23	2020/12/23	United Kingdom	Homo sapiens	active surveillance in response to outbreak	NT1654557F / DN720012P:I2	SAMEA7749898	Wellcome Sanger Institute	2020-12-23T14:07:53Z	2020-12-23T14:07:53Z	public	COG-UK/ALDP-C497BF	COG-UK/ALDP-C497BF	SC	SC	England	assembly	3																																				
ERR5042263	AMPLICON	420	297175858	PRJEB37886	SAMEA7764601	25167158	WELLCOME SANGER INSTITUTE	2020/12/12	public	"activ_sars2_vcf,cram,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	ERX4848611	United Kingdom	Europe	Illumina NovaSeq 6000	PAIRED	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-01-07T00:00:00Z	SAMEA7764601	ERP121228	Lighthouse Lab in Milton Keynes	2021/1/4	2021/1/4	2021/1/4	2021/1/4	United Kingdom	Homo sapiens	active surveillance in response to outbreak	NT1655322P / DN724626J:C3	SAMEA7764601	Wellcome Sanger Institute	2021-01-04T15:29:13Z	2021-01-04T15:29:13Z	public	COG-UK/MILK-CAE2B7	COG-UK/MILK-CAE2B7	SC	SC	England	assembly	3																																				
ERR5042545	AMPLICON	420	63173092	PRJEB37886	SAMEA7764883	5900818	WELLCOME SANGER INSTITUTE	2020/12/15	public	"activ_sars2_vcf,cram,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	ERX4848893	United Kingdom	Europe	Illumina NovaSeq 6000	PAIRED	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-01-07T00:00:00Z	SAMEA7764883	ERP121228	Lighthouse Lab in Glasgow	2021/1/4	2021/1/4	2021/1/4	2021/1/4	United Kingdom	Homo sapiens	active surveillance in response to outbreak	NT1655329W / DN725842T:G3	SAMEA7764883	Wellcome Sanger Institute	2021-01-04T15:30:19Z	2021-01-04T15:30:19Z	public	COG-UK/QEUH-CAF17D	COG-UK/QEUH-CAF17D	SC	SC	England	assembly	3																																				
ERR5279529	AMPLICON	420	568885463	PRJEB37886	SAMEA8019040	56453706	WELLCOME SANGER INSTITUTE	2021/1/22	public	"activ_sars2_vcf,cram,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	ERX5069649	United Kingdom	Europe	Illumina NovaSeq 6000	PAIRED	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-03-16T00:00:00Z	SAMEA8019040	ERP121228	Lighthouse Lab in Milton Keynes	2021/2/10	2021/2/10	2021/2/10	2021/2/10	United Kingdom	Homo sapiens	active surveillance in response to outbreak	NT1657648T / DN761489D:I4	SAMEA8019040	Wellcome Sanger Institute	2021-02-10T11:24:08Z	2021-02-10T11:24:08Z	public	COG-UK/MILK-1152B46	COG-UK/MILK-1152B46	SC	SC	England	assembly	3																																				
ERR5276100	AMPLICON	419	154374823	PRJEB37886	SAMEA8013865	15372199	WELLCOME SANGER INSTITUTE	2020/12/19	public	"activ_sars2_vcf,cram,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	ERX5066436	United Kingdom	Europe	Illumina NovaSeq 6000	PAIRED	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-03-16T00:00:00Z	SAMEA8013865	ERP121228	Lighthouse Lab in Cambridge	2021/2/10	2021/2/9	2021/2/9	2021/2/9	United Kingdom	Homo sapiens	active surveillance in response to outbreak	NT1657949G / DN764996G:N3	SAMEA8013865	Wellcome Sanger Institute	2021-02-09T20:59:32Z	2021-02-09T20:59:32Z	public	COG-UK/CAMC-F0C032	COG-UK/CAMC-F0C032	SC	SC	England	assembly	3																																				
ERR5276324	AMPLICON	419	471117329	PRJEB37886	SAMEA8014089	45858889	WELLCOME SANGER INSTITUTE	2020/12/25	public	"activ_sars2_vcf,cram,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	ERX5066660	United Kingdom	Europe	Illumina NovaSeq 6000	PAIRED	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-03-16T00:00:00Z	SAMEA8014089	ERP121228	Lighthouse Lab in Milton Keynes	2021/2/10	2021/2/9	2021/2/9	2021/2/9	United Kingdom	Homo sapiens	active surveillance in response to outbreak	NT1657949G / DN764996G:L19	SAMEA8014089	Wellcome Sanger Institute	2021-02-09T20:59:40Z	2021-02-09T20:59:40Z	public	COG-UK/MILK-D7FBC2	COG-UK/MILK-D7FBC2	SC	SC	England	assembly	3																																				
ERR5313850	AMPLICON	420	554919071	PRJEB37886	SAMEA8096640	51843041	WELLCOME SANGER INSTITUTE	2021/2/1	public	"activ_sars2_vcf,cram,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	ERX5103253	United Kingdom	Europe	Illumina NovaSeq 6000	PAIRED	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-03-16T00:00:00Z	SAMEA8096640	ERP121228	Lighthouse Lab in Milton Keynes	2021/2/16	2021/2/16	2021/2/16	2021/2/16	United Kingdom	Homo sapiens	active surveillance in response to outbreak	NT1659145J / DN48W:A2	SAMEA8096640	Wellcome Sanger Institute	2021-02-16T15:40:18Z	2021-02-16T15:40:18Z	public	COG-UK/MILK-120617B	COG-UK/MILK-120617B	SC	SC	England	assembly	3																																				
ERR5314061	AMPLICON	420	1254755508	PRJEB37886	SAMEA8096852	120435926	WELLCOME SANGER INSTITUTE	2021/2/1	public	"activ_sars2_vcf,cram,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	ERX5103464	United Kingdom	Europe	Illumina NovaSeq 6000	PAIRED	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-03-16T00:00:00Z	SAMEA8096852	ERP121228	Lighthouse Lab in Milton Keynes	2021/2/16	2021/2/16	2021/2/16	2021/2/16	United Kingdom	Homo sapiens	active surveillance in response to outbreak	NT1659145J / DN49A:C12	SAMEA8096852	Wellcome Sanger Institute	2021-02-16T15:40:21Z	2021-02-16T15:40:21Z	public	COG-UK/MILK-1206C98	COG-UK/MILK-1206C98	SC	SC	England	assembly	3																																				
ERR5316343	AMPLICON	419	499642567	PRJEB37886	SAMEA8099129	49215976	WELLCOME SANGER INSTITUTE	2021/2/5	public	"activ_sars2_vcf,cram,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	ERX5105746	United Kingdom	Europe	Illumina NovaSeq 6000	PAIRED	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-03-17T00:00:00Z	SAMEA8099129	ERP121228	Lighthouse Lab in Cambridge	2021/2/16	2021/2/16	2021/2/16	2021/2/16	United Kingdom	Homo sapiens	active surveillance in response to outbreak	NT1659252L / DN771053H:B10	SAMEA8099129	Wellcome Sanger Institute	2021-02-16T15:43:04Z	2021-02-16T15:43:04Z	public	COG-UK/CAMC-12086F2	COG-UK/CAMC-12086F2	SC	SC	England	assembly	3																																				
ERR5318163	AMPLICON	419	614207970	PRJEB37886	SAMEA8102009	59912681	WELLCOME SANGER INSTITUTE	2021/1/25	public	"activ_sars2_vcf,cram,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	ERX5107566	United Kingdom	Europe	Illumina NovaSeq 6000	PAIRED	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-03-17T00:00:00Z	SAMEA8102009	ERP121228	Lighthouse Lab in Alderley Park	2021/2/17	2021/2/17	2021/2/17	2021/2/17	United Kingdom	Homo sapiens	active surveillance in response to outbreak	NT1657741P / HT-111251:A3	SAMEA8102009	Wellcome Sanger Institute	2021-02-17T11:17:56Z	2021-02-17T11:17:56Z	public	COG-UK/ALDP-1184FB8	COG-UK/ALDP-1184FB8	SC	SC	Wales	assembly	3																																				
ERR5323507	AMPLICON	419	27470934	PRJEB37886	SAMEA8105552	2350966	WELLCOME SANGER INSTITUTE	2021/2/10	public	"activ_sars2_vcf,cram,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	ERX5112570	United Kingdom	Europe	Illumina NovaSeq 6000	PAIRED	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-03-16T00:00:00Z	SAMEA8105552	ERP121228	Lighthouse Lab in Cambridge	2021/2/18	2021/2/18	2021/2/18	2021/2/18	United Kingdom	Homo sapiens	active surveillance in response to outbreak	NT1659619W / EGC000095:F11	SAMEA8105552	Wellcome Sanger Institute	2021-02-18T14:00:08Z	2021-02-18T14:00:08Z	public	COG-UK/CAMC-1263B41	COG-UK/CAMC-1263B41	SC	SC	England	assembly	3																																				
SRR15115507	RNA-Seq	290	1555605039	PRJNA634356	SAMN20189147	490755415	EMORY UNIVERSITY SCHOOL OF MEDICINE	2021/5/14	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX11424304	USA	North America	NextSeq 550	PAIRED	RANDOM	METAGENOMIC	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-07-13T00:00:00Z	GA-EHC-1435G	SRP262648									GA-EHC-1435G_L1													SARS-CoV-2/human/USA/GA-EHC-1435G/2021													SARS-CoV-2: clinical or host-associated	Ahmed Babiker	USA: Georgia	pneumonia	Homo sapiens	nasopharyngeal swab					hCoV-19/USA/GA-EHC-1435G/2021						EPI_ISL_2550817						
SRR15115734	RNA-Seq	289	924799727	PRJNA634356	SAMN20192400	321373387	EMORY UNIVERSITY SCHOOL OF MEDICINE	2021/4/18	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX11424520	USA	North America	NextSeq 550	PAIRED	RANDOM	METAGENOMIC	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-07-13T00:00:00Z	GA-EHC-1356F	SRP262648									GA-EHC-1356F_L1													SARS-CoV-2/human/USA/GA-EHC-1356F/2021													SARS-CoV-2: clinical or host-associated	Yun F Wang	USA: Georgia	pneumonia	Homo sapiens	nasopharyngeal swab					hCoV-19/USA/GA-EHC-1356F/2021						EPI_ISL_2550810						
ERR5325093	AMPLICON	419	728964283	PRJEB37886	SAMEA8106867	67732973	WELLCOME SANGER INSTITUTE	2021/2/10	public	"activ_sars2_vcf,cram,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	ERX5114156	United Kingdom	Europe	Illumina NovaSeq 6000	PAIRED	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-03-16T00:00:00Z	SAMEA8106867	ERP121228	Lighthouse Lab in Cambridge	2021/2/19	2021/2/18	2021/2/18	2021/2/18	United Kingdom	Homo sapiens	active surveillance in response to outbreak	NT1659621Q / EGC000096:F6	SAMEA8106867	Wellcome Sanger Institute	2021-02-18T17:03:43Z	2021-02-18T17:03:43Z	public	COG-UK/CAMC-1263E84	COG-UK/CAMC-1263E84	SC	SC	England	assembly	3																																				
ERR5379177	AMPLICON	420	729231537	PRJEB37886	SAMEA8149507	63550973	WELLCOME SANGER INSTITUTE	2021/2/15	public	"activ_sars2_vcf,cram,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	ERX5164118	United Kingdom	Europe	Illumina NovaSeq 6000	PAIRED	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-03-17T00:00:00Z	SAMEA8149507	ERP121228	Lighthouse Lab in Alderley Park	2021/3/1	2021/2/26	2021/2/26	2021/2/26	United Kingdom	Homo sapiens	active surveillance in response to outbreak	NT1659949O / HT-111489:B1	SAMEA8149507	Wellcome Sanger Institute	2021-02-26T22:59:36Z	2021-02-26T22:59:36Z	public	COG-UK/ALDP-12B956C	COG-UK/ALDP-12B956C	SC	SC	England	assembly	3																																				
ERR5379182	AMPLICON	420	871554055	PRJEB37886	SAMEA8149512	77527311	WELLCOME SANGER INSTITUTE	2021/2/15	public	"activ_sars2_vcf,cram,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	ERX5164123	United Kingdom	Europe	Illumina NovaSeq 6000	PAIRED	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-03-17T00:00:00Z	SAMEA8149512	ERP121228	Lighthouse Lab in Alderley Park	2021/3/1	2021/2/26	2021/2/26	2021/2/26	United Kingdom	Homo sapiens	active surveillance in response to outbreak	NT1659949O / HT-111489:E1	SAMEA8149512	Wellcome Sanger Institute	2021-02-26T22:59:37Z	2021-02-26T22:59:37Z	public	COG-UK/ALDP-12B9793	COG-UK/ALDP-12B9793	SC	SC	England	assembly	3																																				
ERR5379278	AMPLICON	420	658251430	PRJEB37886	SAMEA8149608	59833192	WELLCOME SANGER INSTITUTE	2021/2/10	public	"activ_sars2_vcf,cram,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	ERX5164219	United Kingdom	Europe	Illumina NovaSeq 6000	PAIRED	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-03-16T00:00:00Z	SAMEA8149608	ERP121228	Randox Laboratories	2021/3/1	2021/2/26	2021/2/26	2021/2/26	United Kingdom	Homo sapiens	active surveillance in response to outbreak	NT1659949O / HT-111485:G4	SAMEA8149608	Wellcome Sanger Institute	2021-02-26T22:59:39Z	2021-02-26T22:59:39Z	public	COG-UK/RAND-12B3E94	COG-UK/RAND-12B3E94	SC	SC	England	assembly	3																																				
ERR5379508	AMPLICON	420	575388197	PRJEB37886	SAMEA8149838	53148623	WELLCOME SANGER INSTITUTE	2021/2/15	public	"activ_sars2_vcf,cram,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	ERX5164449	United Kingdom	Europe	Illumina NovaSeq 6000	PAIRED	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-03-16T00:00:00Z	SAMEA8149838	ERP121228	Lighthouse Lab in Alderley Park	2021/3/1	2021/2/26	2021/2/26	2021/2/26	United Kingdom	Homo sapiens	active surveillance in response to outbreak	NT1659949O / HT-111494:G11	SAMEA8149838	Wellcome Sanger Institute	2021-02-26T22:59:44Z	2021-02-26T22:59:44Z	public	COG-UK/ALDP-12B93DB	COG-UK/ALDP-12B93DB	SC	SC	England	assembly	3																																				
ERR5379747	AMPLICON	420	718475951	PRJEB37886	SAMEA8150078	69265454	WELLCOME SANGER INSTITUTE	2021/2/14	public	"activ_sars2_vcf,cram,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	ERX5164688	United Kingdom	Europe	Illumina NovaSeq 6000	PAIRED	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-03-16T00:00:00Z	SAMEA8150078	ERP121228	Lighthouse Lab in Milton Keynes	2021/3/1	2021/2/26	2021/2/26	2021/2/26	United Kingdom	Homo sapiens	active surveillance in response to outbreak	NT1660170C / DN777358W:I20	SAMEA8150078	Wellcome Sanger Institute	2021-02-26T23:00:44Z	2021-02-26T23:00:44Z	public	COG-UK/MILK-12B47B6	COG-UK/MILK-12B47B6	SC	SC	England	assembly	3																																				
ERR5308287	AMPLICON	419	445427042	PRJEB37886	SAMEA8077395	41747698	WELLCOME SANGER INSTITUTE	2020/12/22	public	"activ_sars2_vcf,cram,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	ERX5097694	United Kingdom	Europe	Illumina NovaSeq 6000	PAIRED	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-03-17T00:00:00Z	SAMEA8077395	ERP121228	Lighthouse Lab in Glasgow	2021/2/16	2021/2/15	2021/2/15	2021/2/15	United Kingdom	Homo sapiens	active surveillance in response to outbreak	NT1657949G / DN764996G:G2	SAMEA8077395	Wellcome Sanger Institute	2021-02-15T18:57:33Z	2021-02-15T18:57:33Z	public	COG-UK/QEUH-CC4EB7	COG-UK/QEUH-CC4EB7	SC	SC	Scotland	assembly	3																																				
ERR5308773	AMPLICON	420	963653692	PRJEB37886	SAMEA8077880	89652928	WELLCOME SANGER INSTITUTE	2021/2/3	public	"activ_sars2_vcf,cram,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	ERX5098180	United Kingdom	Europe	Illumina NovaSeq 6000	PAIRED	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-03-17T00:00:00Z	SAMEA8077880	ERP121228	Lighthouse Lab in Cambridge	2021/2/16	2021/2/15	2021/2/15	2021/2/15	United Kingdom	Homo sapiens	active surveillance in response to outbreak	NT1659122C / DN768567F:A9	SAMEA8077880	Wellcome Sanger Institute	2021-02-15T18:59:11Z	2021-02-15T18:59:11Z	public	COG-UK/CAMC-11E8FEF	COG-UK/CAMC-11E8FEF	SC	SC	England	assembly	3																																				
ERR5331384	AMPLICON	419	250175281	PRJEB37886	SAMEA8113829	25752497	WELLCOME SANGER INSTITUTE	2021/2/11	public	"activ_sars2_vcf,cram,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	ERX5119768	United Kingdom	Europe	Illumina NovaSeq 6000	PAIRED	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-03-17T00:00:00Z	SAMEA8113829	ERP121228	Lighthouse Lab in Cambridge	2021/2/21	2021/2/19	2021/2/19	2021/2/19	United Kingdom	Homo sapiens	active surveillance in response to outbreak	NT1659660A / EGC000045:C5	SAMEA8113829	Wellcome Sanger Institute	2021-02-19T16:37:18Z	2021-02-19T16:37:18Z	public	COG-UK/CAMC-12718B2	COG-UK/CAMC-12718B2	SC	SC	England	assembly	3																																				
ERR5334823	AMPLICON	419	537803992	PRJEB37886	SAMEA8118274	53751916	WELLCOME SANGER INSTITUTE	2021/1/29	public	"activ_sars2_vcf,cram,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	ERX5123211	United Kingdom	Europe	Illumina NovaSeq 6000	PAIRED	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-03-16T00:00:00Z	SAMEA8118274	ERP121228	Randox Laboratories	2021/3/1	2021/2/22	2021/2/22	2021/2/22	United Kingdom	Homo sapiens	active surveillance in response to outbreak	NT1659137J / DN768155M:G6	SAMEA8118274	Wellcome Sanger Institute	2021-02-22T12:26:33Z	2021-02-22T12:26:33Z	public	COG-UK/RAND-11ED6A9	COG-UK/RAND-11ED6A9	SC	SC	England	assembly	3																																				
ERR5334929	AMPLICON	420	128471920	PRJEB37886	SAMEA8118379	13600666	WELLCOME SANGER INSTITUTE	2021/2/10	public	"activ_sars2_vcf,cram,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	ERX5123317	United Kingdom	Europe	Illumina NovaSeq 6000	PAIRED	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-03-16T00:00:00Z	SAMEA8118379	ERP121228	Lighthouse Lab in Cambridge	2021/3/1	2021/2/22	2021/2/22	2021/2/22	United Kingdom	Homo sapiens	active surveillance in response to outbreak	NT1659656E / EGC000043:G1	SAMEA8118379	Wellcome Sanger Institute	2021-02-22T12:26:41Z	2021-02-22T12:26:41Z	public	COG-UK/CAMC-1270EA2	COG-UK/CAMC-1270EA2	SC	SC	England	assembly	3																																				
ERR5335613	AMPLICON	420	616638685	PRJEB37886	SAMEA8119062	60252036	WELLCOME SANGER INSTITUTE	2021/2/8	public	"activ_sars2_vcf,cram,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	ERX5124001	United Kingdom	Europe	Illumina NovaSeq 6000	PAIRED	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-03-16T00:00:00Z	SAMEA8119062	ERP121228	Lighthouse Lab in Milton Keynes	2021/3/1	2021/2/22	2021/2/22	2021/2/22	United Kingdom	Homo sapiens	active surveillance in response to outbreak	NT1659681F / EGL000107:E9	SAMEA8119062	Wellcome Sanger Institute	2021-02-22T12:27:12Z	2021-02-22T12:27:12Z	public	COG-UK/MILK-1282520	COG-UK/MILK-1282520	SC	SC	England	assembly	3																																				
ERR5233218	AMPLICON	420	608006002	PRJEB37886	SAMEA7983046	55104651	WELLCOME SANGER INSTITUTE	2021/1/22	public	"activ_sars2_vcf,cram,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	ERX5036948	United Kingdom	Europe	Illumina NovaSeq 6000	PAIRED	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-03-16T00:00:00Z	SAMEA7983046	ERP121228	Lighthouse Lab in Glasgow	2021/2/2	2021/2/2	2021/2/2	2021/2/2	United Kingdom	Homo sapiens	active surveillance in response to outbreak	NT1657390M / DN758235G:C20	SAMEA7983046	Wellcome Sanger Institute	2021-02-02T10:07:36Z	2021-02-02T10:07:36Z	public	COG-UK/QEUH-10F0ECA	COG-UK/QEUH-10F0ECA	SC	SC	England	assembly	3																																				
ERR5239871	AMPLICON	420	304050907	PRJEB37886	SAMEA7989023	28736716	WELLCOME SANGER INSTITUTE	2021/1/20	public	"activ_sars2_vcf,cram,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	ERX5042957	United Kingdom	Europe	Illumina NovaSeq 6000	PAIRED	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-03-16T00:00:00Z	SAMEA7989023	ERP121228	Lighthouse Lab in Cambridge	2021/2/3	2021/2/3	2021/2/3	2021/2/3	United Kingdom	Homo sapiens	active surveillance in response to outbreak	NT1657393P / DN758981K:L13	SAMEA7989023	Wellcome Sanger Institute	2021-02-03T16:30:17Z	2021-02-03T16:30:17Z	public	COG-UK/CAMC-1105043	COG-UK/CAMC-1105043	SC	SC	England	assembly	3																																				
ERR5239906	AMPLICON	420	302909583	PRJEB37886	SAMEA7989058	29809046	WELLCOME SANGER INSTITUTE	2021/1/19	public	"activ_sars2_vcf,cram,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	ERX5042992	United Kingdom	Europe	Illumina NovaSeq 6000	PAIRED	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-03-16T00:00:00Z	SAMEA7989058	ERP121228	Lighthouse Lab in Cambridge	2021/2/3	2021/2/3	2021/2/3	2021/2/3	United Kingdom	Homo sapiens	active surveillance in response to outbreak	NT1657393P / DN758981K:D16	SAMEA7989058	Wellcome Sanger Institute	2021-02-03T16:30:18Z	2021-02-03T16:30:18Z	public	COG-UK/CAMC-10FAE57	COG-UK/CAMC-10FAE57	SC	SC	England	assembly	3																																				
ERR5940073	AMPLICON	286	153008824	PRJEB37886	SAMEA8774198	30114652	NORTHUMBRIA UNIVERSITY / SOUTH TEES HOSPITALS NHS 	2021/4/12	public	"activ_sars2_vcf,bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	ERX5580572	United Kingdom	Europe	NextSeq 550	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-05-19T00:00:00Z	SAMEA8774198	ERP121228	Northumbria University / South Tees Hospitals NHS Foundation Trust / North Cumbria Integrated Care NHS Foundation Trust / North Tees and Hartlepool NHS Foundation Trust / Newcastle Hospitals NHS Foundation Trust	2021/5/18	2021/5/18	2021/5/18	2021/5/18	United Kingdom	Homo sapiens	active surveillance in response to outbreak		SAMEA8774198	Northumbria University / South Tees Hospitals NHS Foundation Trust / North Cumbria Integrated Care NHS Foundation Trust / North Tees and Hartlepool NHS Foundation Trust / Newcastle Hospitals NHS Foundation Trust	2021-05-18T12:34:26Z	2021-05-18T12:34:26Z	public	COG-UK/NORT-1BA3F40	COG-UK/NORT-1BA3F40	Northumbria University / South Tees Hospitals NHS Foundation Trust / North Cumbria Integrated Care NHS Foundation Trust / North Tees and Hartlepool NHS Foundation Trust / Newcastle Hospitals NHS Foundation Trust	COVID-19 Genomics UK Consortium	England		3	not provided	not provided	not provided	not provided	not provided	not provided	not provided	not provided	not provided	2021/4/12											20.02049846	19.38704066														
